country,gdesc,kdp_1mo,kdp_3mo,kdp_6mo,kdp_1yr,kdp_2yr,kdp_3yr,kdp_4yr,kdp_5yr,kdp_7yr,kdp_10yr,Cluster
CHE,Financials,0.0044639139194915245,0.00464005772094431,0.004982315245157386,0.005587297030871671,0.006376951203087167,0.006739948633474576,0.0069562630826271185,0.007068173081113802,0.0072150474833535105,0.007298968694007264,1
CHE,Health Care,0.0066415062049799915,0.006765248365940418,0.006930922625611384,0.007240725286794132,0.007852982992441086,0.00826904683637172,0.008563090618052467,0.008759331427301023,0.009021559968875055,0.0091545997843486,1
CHE,Industrials,0.0020374830218368657,0.002194894866730893,0.0024402375449582535,0.0029504487202954397,0.0039067013359023765,0.00453688486512524,0.005014101979768786,0.005366154625883109,0.005874671148041105,0.006260094661207451,1
CHE,Info Tech,0.011327822185686655,0.010956833856866537,0.01056775528433269,0.010062520688588006,0.009826091880077369,0.00975570421663443,0.009721550007736944,0.009674149052224372,0.00962382389941973,0.009498718460348162,1
CHE,Materials,0.00657941155447942,0.0066367978208232425,0.00676590649394673,0.007025440382566587,0.007506986455205811,0.007806383961259079,0.008014742276029056,0.008143822237288136,0.008322354464891041,0.008410440300242131,1
CHE,Real Estate,0.0072153276591154294,0.007330582283351312,0.007527085257101761,0.0077541484573894265,0.007910226673858326,0.007931703290183388,0.007925960212153901,0.007886240327220425,0.00783985275440489,0.007762033649766272,1
CHE,Utilities,0.002028842738853503,0.002219975044585987,0.002527822942675159,0.0031577139872611465,0.004259255834394905,0.004928286038216561,0.005404211554140127,0.005735539082802548,0.006196841375796178,0.006531504420382165,1
CYP,Communications,0.0038295396913580245,0.004158976296296296,0.004615619876543209,0.005389576172839506,0.006414027407407407,0.006954595123456789,0.00728910975308642,0.007490008703703704,0.00774267901234568,0.007880228024691358,1
CYP,Cons Disc,0.007155624956405097,0.007557099483568075,0.008204329470154259,0.009173066472166331,0.009963430409121395,0.010202443702213279,0.01026225686787391,0.010220009034205231,0.0101071530583501,0.009961654929577464,1
CYP,Cons Stap,0.005441869519056262,0.00559788390199637,0.005882315544464609,0.006434996642468239,0.007270070372050816,0.0077187618602540834,0.007998459664246824,0.008158118947368422,0.008355148357531761,0.008460745716878403,1
CYP,Energy,0.014625763528265103,0.01513575177387914,0.015724425614035087,0.016164016842105264,0.01574779076023392,0.015258633313840156,0.014789861033138401,0.014352059454191032,0.013687945692007797,0.013049188538011696,2
CYP,Financials,0.009919815761092153,0.010002692737201368,0.010197682191126283,0.010487781931740615,0.010751390873720136,0.01077052285324232,0.010709305474402731,0.010592716122866892,0.010399903337883959,0.010162418846416383,1
CYP,Industrials,0.008077892605363984,0.00795396766283525,0.007925310153256706,0.008051005938697318,0.008493056819923371,0.00872122908045977,0.008843271264367816,0.008880438467432951,0.008909661800766284,0.008862297318007663,1
CYP,Info Tech,0.005837054742857144,0.006192176485714285,0.006727230914285714,0.007505001314285713,0.008171221114285714,0.008406816800000001,0.00850547902857143,0.0085184332,0.0085119518,0.008466276399999998,1
CYP,Materials,0.00229634876376989,0.002543112227662179,0.00292834394124847,0.003686650807833537,0.004887278482252142,0.005594990501835985,0.006082105948592411,0.006412746462668298,0.0068580830966952265,0.007180908629130967,1
CYP,Real Estate,0.005965028861454047,0.00632571341563786,0.006898682757201647,0.0078123997393689994,0.008733081673525376,0.009104682373113853,0.009278569451303155,0.009331948943758574,0.009358740096021948,0.00932831843621399,1
DEU,Communications,0.007447011908352669,0.007521700473704563,0.007684063474477958,0.008023075914539829,0.008596051403712297,0.008909231258700696,0.009095821241299304,0.00918848469837587,0.009293957608275328,0.009306867097834494,1
DEU,Cons Disc,0.014010742972076306,0.013796846924707402,0.013613875150677357,0.01330962698737444,0.012936701528891346,0.01264326646207723,0.012379812247719104,0.01211918857708967,0.011734087990968575,0.011325731334439221,2
DEU,Cons Stap,0.004509375782894737,0.004725078756578947,0.005056406358552631,0.005687913805921053,0.0066760676743421055,0.007250124855263158,0.0076297563618421054,0.007872127641447367,0.00818440878618421,0.008378863483552632,1
DEU,Energy,0.021734987449908934,0.020683921994535528,0.019565834526411658,0.01793180637522769,0.016290320737704925,0.015373049553734058,0.014723676775956292,0.01419473426229508,0.013471943360655736,0.01277320161202186,2
DEU,Financials,0.007781529835201055,0.007896438067732367,0.008111854056526037,0.008491709755273566,0.009044158735168095,0.009319064718193803,0.00947002685151615,0.009530628693144364,0.009588975957481873,0.009557774645682268,1
DEU,Health Care,0.006449379010859608,0.006592708798900958,0.0068040480609708204,0.007225746150726159,0.0080045630302237325,0.008493334349077588,0.008820276583802173,0.009027493837498362,0.009290333515635222,0.009419587583409656,1
DEU,Industrials,0.010967887468951814,0.010824552038623947,0.010744288422131145,0.010671142855191256,0.010690906533780435,0.010659664154247397,0.010599297199453551,0.010501341277322402,0.010348136115250872,0.010145908473671136,1
DEU,Info Tech,0.011699206012578615,0.011472679159452458,0.011269552848686649,0.011027111832038475,0.010971606782833892,0.010972574770995188,0.010959102591934887,0.010909718099889007,0.010826657849056606,0.010669049461339255,1
DEU,Materials,0.013119569285714297,0.012799583716883122,0.012494179379220777,0.012072581212987014,0.011771701958441566,0.011594879142857136,0.011445904033766236,0.01128670868311688,0.011054454340259742,0.01077178377142857,2
DEU,Real Estate,0.010787543525336233,0.010661218269256895,0.010588362692568942,0.010491583707376715,0.010432744790110042,0.010348511694063306,0.010253910777068331,0.010133790368156502,0.009957050400760767,0.009741147956799348,1
DEU,Utilities,0.003780610449561404,0.003939031661184211,0.004225413804824561,0.004796236765350877,0.0057198670449561395,0.006238747593201755,0.006588606217105264,0.006812436765350877,0.0071158885745614036,0.007323557516447369,1
DNK,Communications,0.003346468870056497,0.0037293074576271183,0.0042723867137476465,0.00525428972693032,0.006621560809792843,0.007408757043314501,0.007922403992467042,0.008257044161958568,0.008675802306967986,0.008950709698681733,1
DNK,Cons Disc,0.004366944318793753,0.004670645875067313,0.005107624846526656,0.005852266844372645,0.006839942633279483,0.007387621588583738,0.007743121491653204,0.007967024119547658,0.00825452592891761,0.008434111900915454,1
DNK,Cons Stap,0.0011059640783410139,0.0012477912096774194,0.0014779066129032258,0.0019914893433179725,0.003018370748847926,0.003701890702764977,0.0042249275230414746,0.004615246670506913,0.005182643790322581,0.005621547903225806,1
DNK,Energy,0.015917971129568106,0.016156144750830565,0.0165343892358804,0.016895615913621265,0.016685101860465117,0.016285457142857142,0.01584678631229236,0.015401035049833886,0.014697976943521594,0.01401934684385382,2
DNK,Financials,0.005297222938659058,0.005500436895863052,0.005903700661911555,0.006610374798858772,0.007478641803138374,0.007841205714693295,0.008029570972895863,0.008101072767475036,0.008172026890156918,0.00818610292724679,1
DNK,Health Care,0.002732842953325072,0.003014367075588599,0.003396998401486989,0.004167893515076413,0.005520809074762495,0.006429664052044612,0.007085313812474185,0.007560315398595622,0.008196198562577448,0.008638665832300704,1
DNK,Industrials,0.004109293336492891,0.004474146154028437,0.004981550175355449,0.005869480559241706,0.007073324928909953,0.0077504165995260655,0.008183356895734597,0.008456088400473932,0.008792298364928909,0.009001391793838862,1
