Cluster,kdp_1mo,kdp_3mo,kdp_6mo,kdp_1yr,kdp_2yr,kdp_3yr,kdp_4yr,kdp_5yr,kdp_7yr,kdp_10yr,PD_mean_overall
1,0.004732328717249134,0.004951007350431624,0.005289406522031763,0.005899714651340735,0.006787221039134934,0.007286487359098807,0.007613467593539035,0.007817862246843383,0.008083372515087938,0.008244392449591935,0.006670526044434928
2,0.016508478244096212,0.016601521781172593,0.01677430897418989,0.016815777116757292,0.016345496409196393,0.015861833172357065,0.015395736052202003,0.014948038964828391,0.014262653265472847,0.013586907880801413,0.01571007518610741
