iso,n,term,estimate,std.error,statistic,p.value
POL,1320,z_gdp,-0.04722336053469024,0.004330168751550323,-10.905662860779488,1.496046521265921e-26
POL,1320,z_gpr,1.718049734528036e-5,1.8604175338308768e-4,0.09234753507135121,0.926436249751966
PRT,1310,z_unemp,-0.005894080686348672,0.007319270334229196,-0.8052825510193957,0.4208060915806924
PRT,1310,z_infl,0.0019055049047060832,7.65364073751565e-4,2.4896712166876607,0.012912180483342492
PRT,1310,z_yield,-0.0011228291112483817,0.0014402694593104873,-0.7795965567345456,0.4357723888874243
PRT,1310,z_spread,-2.075019560883806e-4,0.001394485925349306,-0.14880175720411323,0.8817334846862019
PRT,1310,z_gdp,-0.1288457912187246,0.06469608604264476,-1.9915546534576332,0.04663199389810209
PRT,1310,z_gpr,-0.004394201663449558,0.011369616680611488,-0.3864863510256202,0.699200695422355
SWE,1320,z_unemp,-8.372952373572827e-5,0.0026015426040503636,-0.03218456757362692,0.9743298379932435
SWE,1320,z_infl,-0.0012511218869816535,2.039856916378511e-4,-6.133380615748532,1.1417577292919533e-9
SWE,1320,z_yield,0.0033691632489147865,2.2144247048232752e-4,15.21462094229872,3.300084366580098e-48
SWE,1320,z_spread,4.623012069777777e-5,5.224306254217222e-4,0.08849044915860242,0.9295005994811766
SWE,1320,z_gdp,-0.022424996936140865,0.00583612005415741,-3.8424495603318216,1.2773252265423974e-4
SWE,1320,z_gpr,0.0018990757120227598,6.708346010145243e-4,2.8309149664473594,0.004713483488668267
