r.squared,adj.r.squared,sigma,statistic,p.value,df,logLik,AIC,BIC,deviance,df.residual,nobs
0.07821370106891656,0.07798329289554595,0.009337957990143182,339.457146527234,0,6,78152.80208400307,-156289.60416800613,-156224.91402930484,2.093087816053996,24004,24011
